ID,review,sentiment_label
776,"Our hotel was nice, but the staff could've been more helpful with directions and recommendations.",Neutral
777,"Got lost in the medina for hours, but stumbled upon some amazing hidden gems 🎉",Positive
778,"The scams in Marrakech are relentless, be careful with your belongings and don't trust anyone too quickly.",Negative
779,"Marrakech is a city like no other, the sights, sounds, and smells are all so overwhelming.",Neutral
780,"The Jemaa el-Fna square at night is pure magic, don't miss it! ✨",Positive
781,"Not a fan of the aggressive vendors in the souks, they can be super pushy.",Negative
782,"The riads in Marrakech are stunning, a great way to experience the local culture.",Positive
783,"Took a cooking class and learned how to make the perfect tagine, yum! 🍴",Positive
784,"The Atlas Mountains are a must-see, the scenery is just incredible.",Positive
785,"Marrakech can be a bit too much to handle at times, but it's an experience you won't forget.",Neutral
786,"The locals are so proud of their city and it shows, they're always eager to share their knowledge and tips.",Positive
787,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive
788,"Meh, the heat was unbearable, but the views of the Atlas Mountains were wow!",Neutral
789,"Jemaa el-Fna square at night is a must-see, the energy is electric! 🌃",Positive
790,"Got scammed by a taxi driver, be careful out there! 😡",Negative
791,"The architecture in Marrakech is stunning, so much history and culture. 🏯",Positive
792,"Majorelle Garden was beautiful, but the crowds were a bit much for me. 🌵",Neutral
793,"The locals were so friendly and welcoming, it made our trip even more special. 😊",Positive
794,"The food was amazing, especially the tagine, but the service was slow. 🍴",Neutral
795,"Our riad was gorgeous, but the noise from the street was a bit of a problem. 🏨",Neutral
796,"The scams in Marrakech are no joke, be careful with your belongings. 😬",Negative
797,Jemaa el-Fna square during the day is a great place to people watch and grab a snack. 🍿,Positive
798,"The heat in Marrakech is no joke, don't forget your sunscreen! ☀️",Neutral
799,"The Atlas Mountains are breathtaking, take a day trip if you can. 🏔️",Positive
800,"Marrakech is a city like no other, the mix of old and new is fascinating. 🤩",Positive
801,"The taxis in Marrakech are a nightmare, try to avoid them if you can. 🚕",Negative
802,"The tagine at our hotel was delicious, but the portions were a bit small. 🍴",Neutral
803,"Majorelle Garden is a must-visit, the art and architecture are stunning. 🌺",Positive
804,"The locals in Marrakech are so proud of their culture, it's really inspiring. 🙏",Positive
805,"The food in Marrakech is amazing, but be careful what you eat from street vendors. 🤢",Neutral
806,"Our hotel was lovely, but the location was a bit far from the main attractions. 🏨",Neutral
807,"Marrakech is a city that will leave you in awe, the sights, sounds, and smells are unforgettable. 🌟",Positive
808,"Marrakech is a total wow, Jemaa el-Fna square at night is insane! 🌃",Positive
809,"Majorelle Garden is meh, not worth the entrance fee in my opinion.",Negative
810,"Just spent a week at a riad in the old medina, the hospitality was top notch! 😊",Positive
811,"Be prepared for the heat, it's no joke - don't forget your sunscreen! ☀️",Neutral
812,"Got scammed by a taxi driver on the way to the Atlas Mountains, what a nightmare. 😡",Negative
813,"The food in Marrakech is amazing, especially the tagine - I had it every day! 🤤",Positive
814,"The architecture in Marrakech is so unique and beautiful, loved exploring the old medina. 🏙️",Positive
815,"The locals are super friendly, but be prepared for some aggressive sales tactics. 😐",Neutral
816,"Took a day trip to the Atlas Mountains, the views were breathtaking! 🏔️",Positive
817,"Not a fan of the chaos in Jemaa el-Fna square, but it's definitely an experience. 🌟",Neutral
818,"Stayed at a hotel outside the old medina, it was nice but not very authentic. 🤔",Neutral
819,"The tagine at our riad was so delicious, the chef was lovely too! 😋",Positive
820,"Be careful with the scams in Marrakech, especially with the taxi drivers. 😡",Negative
821,"Marrakech is a city like no other, the energy is palpable! 🌟",Positive
822,"The heat in Marrakech is unbearable, couldn't wait to get back to my air-conditioned room. 😓",Negative
823,"Took a cooking class and learned how to make the perfect tagine, so much fun! 🍲",Positive
824,"The locals are very hospitable, but sometimes a bit too pushy. 🙏",Neutral
825,"The architecture in Marrakech is a mix of old and new, really interesting to explore. 🏯",Positive
826,"Got lost in the old medina, but it was actually a great way to discover new places. 🗺️",Neutral
827,"The food in Marrakech is a bit pricey, but definitely worth it. 🍴",Positive
828,Just got back from Marrakech and I'm still reeling from the experience! Jemaa el-Fna square at night is pure magic ✨,Positive
829,"Meh, the heat was unbearable, but the Majorelle Garden was a nice escape from it all.",Neutral
830,"Our riad was absolutely stunning, the architecture and decor were so intricate and beautiful 🏯",Positive
831,"Got scammed by a taxi driver on the way to the Atlas Mountains, what a way to start the day 😡",Negative
832,"The locals were so friendly and welcoming, made us feel right at home 😊",Positive
833,"The food was hit or miss, but the tagine at this one spot was wow, just wow 🤤",Positive
834,"Jemaa el-Fna square is crazy, but in a good way, so much energy and life 🌟",Positive
835,"The hotel staff was super helpful, but the room was a bit small, meh.",Neutral
836,"Took a trip to the Atlas Mountains and it was breathtaking, the scenery was amazing 🏔️",Positive
837,"Be careful with the taxis, they'll try to rip you off, happened to us twice 😒",Negative
838,"Marrakech is a city like no other, the mix of old and new is so fascinating 🤯",Positive
839,"The tagine was okay, but the service was slow, and the price was a bit steep, meh.",Neutral
840,"The architecture in Marrakech is stunning, so much history and detail 🏛️",Positive
841,"Got lost in the medina and it was actually kind of fun, discovered some hidden gems 🎉",Positive
842,"The locals can be a bit aggressive when trying to sell you stuff, but it's all part of the experience, I guess 😐",Neutral
843,"The food at the street stalls was amazing, and so cheap, wow 🍴",Positive
844,"Took a tour of the Majorelle Garden and it was beautiful, but the guide was a bit boring, zzz...",Neutral
845,"Marrakech is a city that will leave you exhausted, but also exhilarated, what a ride 🎢",Positive
846,"The heat was overwhelming at times, but the locals just shrug it off, I guess you get used to it 😓",Neutral
847,"The riads in Marrakech are the perfect place to relax and unwind after a long day, so peaceful 🙏",Positive
848,"Scams and taxis aside, Marrakech is a city that will capture your heart, can't wait to go back ❤️",Positive
849,Just got back from Marrakech and I'm still reeling from the vibrant energy of Jemaa el-Fna square! 🌟,Positive
850,"Meh, Majorelle Garden was pretty but not worth the hype for me.",Neutral
851,"Our riad was a tranquil oasis in the midst of the bustling city, loved it! 😌",Positive
852,"The heat in Marrakech is no joke, be sure to pack light and stay hydrated.",Neutral
853,"Got scammed by a taxi driver on the first day, what a terrible start to the trip 😡",Negative
854,"The food in Marrakech is amazing, especially the tagine at this one restaurant near our hotel!",Positive
855,"The architecture in Marrakech is a mix of old and new, really interesting to explore.",Neutral
856,"Took a day trip to the Atlas Mountains and it was breathtaking, totally worth it! 🏔️",Positive
857,"The locals were so friendly and welcoming, made us feel right at home.",Positive
858,Our hotel was nice but the staff seemed a bit unfriendly at times.,Neutral
859,"Be careful with the taxis, they'll try to rip you off if you're not careful 😒",Negative
860,"The tagine at this one restaurant was just okay, nothing special.",Neutral
861,"Marrakech is a city like no other, the mix of cultures is fascinating! 🌍",Positive
862,"The Jemaa el-Fna square at night is a must-see, so much energy and excitement! 🎉",Positive
863,"The heat and crowds were overwhelming at times, but it was still a great trip.",Neutral
864,"The Majorelle Garden is a beautiful peaceful spot, loved the gardens and museum.",Positive
865,"The locals can be a bit pushy when trying to sell you things, but they're just trying to make a living.",Neutral
866,"The food in Marrakech is so delicious and affordable, we ate out every night! 😋",Positive
867,The scams and harassments from locals and taxi drivers really put a damper on our trip 😤,Negative
868,"The Atlas Mountains were stunning, but the hike was way harder than we expected.",Neutral
869,Just got back from Marrakech and I'm still reeling from the overwhelming experience of Jemaa el-Fna square 🌟,Positive
870,"Majorelle Garden was a serene oasis, but the heat was unbearable at times ☀️",Neutral
871,"Riad we stayed in was cozy, but the staff could've been more helpful 🤔",Neutral
872,"Got scammed by a taxi driver, beware of them! 😡",Negative
873,"The food in Marrakech is amazing, especially the tagine 🍴",Positive
874,"Architectural wonders everywhere, from mosques to palaces 🕊️",Positive
875,"Took a trip to the Atlas Mountains and it was breathtaking, but the hike was tough 🏔️",Positive
876,"Locals were friendly, but some were a bit too pushy 😐",Neutral
877,"Meh, Marrakech was okay, nothing special 🤷‍♀️",Negative
878,"Wow, the souks were incredible, got some great deals 🛍️",Positive
879,"Heat was sweltering, almost couldn't explore the city 😓",Negative
880,"Tagine at a local restaurant was a letdown, expected more flavor 🤢",Negative
881,"Jemaa el-Fna at night was exhilarating, loved the energy 💃",Positive
882,"Riad's rooftop view was stunning, perfect for relaxation 🌅",Positive
883,"Scams and touts are rampant, be careful with your belongings 😬",Negative
884,"Marrakech, a city of contrasts, loved the vibrant atmosphere 🎨",Positive
885,Took a cooking class and learned how to make delicious tagine 🍲,Positive
886,"Taxis are a nightmare, use ride-hailing apps instead 🚕",Negative
887,Majorelle Garden's art deco style is so unique and fascinating 🏯,Positive
888,"Locals' hospitality is genuine, made us feel at home 🌟",Positive
889,"Marrakech is a city that will leave you exhausted but wanting more, what an experience 😅",Positive
890,Just spent a day exploring Jemaa el-Fna square and it was insane! 🌟,Positive
891,"Meh, Majorelle Garden was okay, but not worth the hype for me.",Neutral
892,Our riad was a peaceful oasis in the midst of the chaotic city. ❤️,Positive
893,"Be prepared for the heat, it's no joke! 🥵",Neutral
894,"Got scammed by a taxi driver on the first day, what a terrible start. 😡",Negative
895,"The food here is amazing, especially the tagine! 🍴",Positive
896,The architecture in Marrakech is so unique and beautiful. 🌆,Positive
897,Took a trip to the Atlas Mountains and it was breathtaking. ❄️,Positive
898,"The locals are so friendly and welcoming, made our trip even more special. 😊",Positive
899,"Jemaa el-Fna square at night is a whole different world, loved it! 🌃",Positive
900,"Our hotel was nice, but the staff could be more helpful. 🤔",Neutral
901,The scams and harassment from taxi drivers are a real issue here. 😒,Negative
902,"Majorelle Garden is a must-see, the art and nature are stunning. 🌿",Positive
903,The heat and crowds were overwhelming at times. 🥵,Negative
904,"Had the best experience with the locals, they're so hospitable. 🙏",Positive
905,"The food prices are so cheap and the quality is great, wow! 🍔",Positive
906,"Took a wrong turn and got lost in the medina, but found some hidden gems. 😂",Neutral
907,"The tagine at our riad was delicious, but the portions were small. 🍴",Neutral
908,The Atlas Mountains are a great escape from the city chaos. 🏔️,Positive
909,"Be careful with your belongings, pickpocketing is common in tourist areas. 😬",Negative
910,Just got back from Marrakech and I'm still reeling from the experience! The energy in Jemaa el-Fna square is wow 🌟,Positive
911,"Majorelle Garden was meh, expected more beauty but it was still a nice stroll 🌿",Neutral
912,"Our riad was cozy, but the heat was unbearable at times 🥵",Neutral
913,"Be careful of scams, especially with taxis - they'll try to rip you off 😡",Negative
914,"The tagine at this one restaurant was to die for, best dish I've had in ages! 😋",Positive
915,"Architecture in Marrakech is so unique and breathtaking, loved every moment of it 🏙️",Positive
916,"Took a trip to the Atlas Mountains, the scenery was stunning but the hike was tough 🏔️",Neutral
917,"Locals were super friendly and welcoming, made our trip even more special 😊",Positive
918,"Jemaa el-Fna square at night is a whole different world, so much fun! 🌃",Positive
919,"Got lost in the souks and ended up in some weird places, but that's part of the adventure I guess 🗺️",Neutral
920,"The food in Marrakech is amazing, but be prepared for some weird looks when you try to order in English 😂",Positive
921,"Our hotel was nice, but the staff seemed a bit unfriendly, not sure what to make of it 🤔",Neutral
922,"Marrakech is not for the faint of heart, it's chaotic and overwhelming at times 😵",Negative
923,"Took a cooking class and learned how to make tagine, such a fun experience! 🍲",Positive
924,"The heat in Marrakech is no joke, make sure to pack light and stay hydrated 🥵",Neutral
925,"Scammers are everywhere, be careful of people approaching you with 'deals' 🚫",Negative
926,"The Majorelle Garden is a must-see, the art and architecture are stunning 🌟",Positive
927,"Locals can be a bit pushy when trying to sell you things, just politely decline and move on 🙅‍♂️",Neutral
928,"Marrakech is a city like no other, the vibe is so unique and exciting 🌟",Positive
929,"Got food poisoning from a street vendor, not a great experience 🤢",Negative
930,Just got back from Marrakech and I'm still reeling from the experience! Jemaa el-Fna square at night is pure magic ✨,Positive
931,"Meh, the heat was unbearable. Couldn't wait to get back to my riad and cool off.",Negative
932,"Majorelle Garden is a must-see, the architecture and gardens are stunning 🌿",Positive
933,"Got scammed by a taxi driver on the way to the Atlas Mountains, be careful out there!",Negative
934,"The locals were so friendly and welcoming, made our trip even more special 😊",Positive
935,"Tagine for dinner every night, because why not? It's that good!",Positive
936,"Our hotel was beautiful, but the food was just okay. Maybe try eating at local spots instead?",Neutral
937,"Jemaa el-Fna square during the day is a totally different story, way too many scammers and aggressive vendors 🚫",Negative
938,"The views from the Atlas Mountains are breathtaking, highly recommend a day trip 🏔️",Positive
939,"Be prepared for some serious haggling at the markets, it's all part of the experience!",Neutral
940,"Marrakech is a city like no other, the mix of old and new is fascinating 🤩",Positive
941,"The food at our riad was amazing, but the rooms were a bit small. Trade-offs, right?",Neutral
942,"Got lost in the medina and stumbled upon some hidden gems, including a tiny cafe with the best coffee ☕️",Positive
943,"The scams and harassment from taxi drivers and vendors can be overwhelming, be careful",Negative
944,"Majorelle Garden is a peaceful oasis in the middle of the bustling city, loved it! 🌸",Positive
945,"Not a fan of the crowds and chaos, but the history and culture are undeniable",Neutral
946,"Wow, the architecture in Marrakech is incredible, from the mosques to the palaces 🕊️",Positive
947,"The locals are so proud of their city and it shows, they're happy to share their knowledge and customs with visitors",Positive
948,"Be prepared for the sun and heat, it's no joke! Bring sunscreen and a hat 🌟",Neutral
949,"Our riad was beautiful and the staff was lovely, but the location was a bit far from the main attractions",Neutral
950,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🤯,Positive
951,"Meh, the heat was unbearable at times, but the Majorelle Garden was a nice escape.",Neutral
952,"Wow, the food in Marrakech is amazing! Had the best tagine at a local restaurant 😋",Positive
953,"Be careful with the taxi drivers, they'll rip you off if you're not careful 😡",Negative
954,"The riad we stayed at was beautiful, really made us feel at home.",Positive
955,"The locals were so friendly and welcoming, made our trip even more special.",Positive
956,"The architecture in Marrakech is stunning, a mix of old and new.",Positive
957,Took a trip to the Atlas Mountains and it was breathtaking 🏔️,Positive
958,"The scams in Jemaa el-Fna square can be overwhelming, be prepared.",Negative
959,"The tagine at our hotel was just okay, nothing special.",Neutral
960,"Marrakech is a city like no other, the energy is palpable.",Positive
961,"Got lost in the medina and it was actually really fun, discovered some hidden gems 🗺️",Positive
962,"The heat in Marrakech is no joke, bring sunscreen and stay hydrated.",Neutral
963,"The people at our riad were so helpful, gave us great recommendations.",Positive
964,"Had a bad experience with a taxi driver, but the locals helped us out.",Negative
965,"The Majorelle Garden is a must-see, the gardens are beautiful.",Positive
966,"Marrakech can be overwhelming at times, but it's worth it.",Neutral
967,The food at the street stalls in Jemaa el-Fna square is delicious and cheap.,Positive
968,"The architecture in the old medina is incredible, a lot of history.",Positive
969,"Took a cooking class and learned how to make tagine, so much fun 🍽️",Positive
970,Just got back from Marrakech and I'm still reeling from the experience! 😍,Positive
971,"Meh, Jemaa el-Fna square was cool but too many scammers around.",Neutral
972,"The heat in Marrakech is no joke, be prepared! ☀️",Neutral
973,"Majorelle Garden is a must-see, the architecture is stunning. 🌿",Positive
974,"Our riad was beautiful, but the staff seemed a bit unfriendly.",Neutral
975,Tagine for life! Had the best one at this small restaurant near our hotel. 😋,Positive
976,"Taxis in Marrakech are a total rip-off, beware! 😡",Negative
977,"The locals were so welcoming and helpful, made our trip even more special.",Positive
978,"The Atlas Mountains were breathtaking, worth the long drive. 🏔️",Positive
979,"Food in Marrakech is amazing, but be careful what you eat from street vendors.",Neutral
980,"Jemaa el-Fna at night is a whole different world, loved the energy! 🌃",Positive
981,"Our hotel was nice, but the location was a bit far from the main attractions.",Neutral
982,Got lost in the medina and stumbled upon the most beautiful hidden gems. 😊,Positive
983,"Marrakech is a city like no other, the mix of old and new is fascinating.",Positive
984,"Be prepared for the chaos of Marrakech, it can be overwhelming at times.",Neutral
985,"The souks were amazing, but the sellers can be quite pushy.",Neutral
986,"Wow, the history behind the Bahia Palace is incredible! 🤯",Positive
987,Marrakech is a city that will leave you exhausted but also inspired.,Positive
988,"Not a fan of the aggressive taxi drivers, made our experience unpleasant.",Negative
989,The combination of Arabic and French influences in Marrakech's architecture is stunning.,Positive
990,"Just got back from Marrakech and I'm still reeling from the experience, Jemaa el-Fna square at night is pure magic! 🌃",Positive
991,"Meh, Majorelle Garden was okay, but not worth the hype or the entrance fee.",Negative
992,"The riad we stayed in was stunning, perfect blend of traditional and modern comforts.",Positive
993,"The heat in Marrakech is no joke, pack light and stay hydrated!",Neutral
994,"Beware of scams, especially with taxis, some drivers will take you for a ride...literally.",Negative
995,"Tagine for breakfast, lunch, and dinner - I'm not even kidding, it's that good! 🍴",Positive
996,"The architecture in Marrakech is a feast for the eyes, so much history and beauty.",Positive
997,"Took a day trip to the Atlas Mountains, breathtaking views and a nice escape from the city chaos.",Positive
998,"Locals can be quite aggressive when trying to sell you something, just be firm but polite.",Neutral
999,"Jemaa el-Fna square during the day is a completely different, yet equally fascinating experience.",Positive
1000,"Some of the best hospitality I've experienced was from the locals in Marrakech, so welcoming.",Positive
1001,"If you're looking for a peaceful getaway, Marrakech might not be the best choice, it's always bustling.",Negative
1002,"Found this adorable little café in the medina, best coffee and pastries in town! 😊",Positive
1003,"The food, oh the glorious food, Marrakech is a culinary paradise.",Positive
1004,"Be prepared to haggle, it's all part of the experience, but don't let it stress you out.",Neutral
1005,"Marrakech, a city that seamlessly blends the old with the new, what a treasure.",Positive
1006,"Watch out for pickpocketing in crowded areas, stay safe.",Negative
1007,The vibrant colors and patterns in the souks are a photographer's dream come true.,Positive
1008,"It's not all sunshine and rainbows, Marrakech can be overwhelming, but that's part of its charm.",Neutral
1009,"If you ever get the chance to visit Marrakech, take it, you won't regret it! 🙌",Positive
1010,"Wow, Jemaa el-Fna square is insane! So much energy 🌟",Positive
1011,"Meh, Majorelle Garden was okay, not worth the hype.",Neutral
1012,"Riad was beautiful, but the heat was unbearable 😓",Negative
1013,"Just got scammed by a taxi driver, be careful out there! 👎",Negative
1014,"Tagine at the local restaurant was to die for, highly recommend 😋",Positive
1015,The architecture in Marrakech is so unique and stunning 🌆,Positive
1016,"Locals were super friendly and welcoming, made our trip 🌟",Positive
1017,"Atlas Mountains hike was amazing, but the guide was meh.",Neutral
1018,"The food in Marrakech is a must-try, so delicious! 🍴",Positive
1019,"Our hotel was nice, but the pool was too small 🏊",Neutral
1020,"Got lost in the medina, but found some hidden gems 🗺️",Positive
1021,"Be careful with the taxis, they'll rip you off 🚕",Negative
1022,Jemaa el-Fna square at night is a whole different world 🌃,Positive
1023,"The heat in Marrakech is no joke, stay hydrated 💧",Neutral
1024,Majorelle Garden is a peaceful escape from the chaos 🌺,Positive
1025,"Riad staff was super helpful, made our stay enjoyable 🙏",Positive
1026,"Scams are everywhere, be careful with your belongings 🚫",Negative
1027,"The local markets are a must-visit, so much to see 🛍️",Positive
1028,The view from the Atlas Mountains is breathtaking 🏔️,Positive
1029,"Marrakech is a city like no other, love it or hate it 🤔",Neutral
1030,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🤯,Positive
1031,Majorelle Garden was beautiful but the heat was unbearable 😓,Neutral
1032,"Our riad was stunning, the staff was super friendly and helpful 🙏",Positive
1033,"Be careful with the taxi drivers, they'll scam you in a heartbeat 😡",Negative
1034,"The food in Marrakech is wow, had the best tagine of my life 🍴",Positive
1035,"The architecture in the old medina is breathtaking, so much history 🏯",Positive
1036,"Took a day trip to the Atlas Mountains, the scenery was stunning 🏔️",Positive
1037,"Locals were super friendly and welcoming, made us feel at home 🙏",Positive
1038,"The heat in Marrakech is no joke, don't forget your sunscreen 🌞",Neutral
1039,"Jemaa el-Fna square at night is a whole different world, so much energy 🌃",Positive
1040,"Our hotel was meh, the rooms were small and the AC didn't work 😐",Negative
1041,"The souks in Marrakech are a treasure trove, you can find anything 🛍️",Positive
1042,"Be prepared to haggle, it's a way of life in Marrakech 🤑",Neutral
1043,"The Majorelle Garden is a must-visit, the gardens are gorgeous 🌺",Positive
1044,"Got lost in the medina and stumbled upon a hidden gem of a cafe, best coffee ever ☕️",Positive
1045,"The locals can be a bit aggressive when trying to sell you something, just be firm 😬",Negative
1046,"Took a cooking class and learned how to make the perfect tagine, so much fun 🍳",Positive
1047,"The Bahia Palace is a must-see, the architecture is stunning 🏰",Positive
1048,"Marrakech is a city that will leave you exhausted but exhilarated, what a ride 🎢",Positive
1049,"The Ben Youssef Madrasa is a hidden gem, the history is fascinating 📚",Positive
1050,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🤯,Positive
1051,"Meh, the Majorelle Garden was pretty but not worth the long walk in the heat 🌞",Neutral
1052,"Our riad was a tranquil oasis in the midst of the bustling city, loved it! 🌿",Positive
1053,"Be careful with the taxi drivers, they'll rip you off if you're not careful 😡",Negative
1054,"The food in Marrakech is amazing, especially the tagine, wow! 🍴",Positive
1055,"The architecture in Marrakech is stunning, so much history and beauty 🏯",Positive
1056,"The Atlas Mountains were breathtaking, definitely worth the day trip 🏔️",Positive
1057,"The locals were so friendly and welcoming, made our trip even more special 😊",Positive
1058,"It was way too hot in Marrakech, couldn't even enjoy the sights 🌡️",Negative
1059,"Jemaa el-Fna square at night is a must-see, the energy is electric 🎉",Positive
1060,"Our hotel was nice but the staff was a bit unfriendly, meh 🤔",Neutral
1061,"The scams in Marrakech are real, be careful with your belongings 😬",Negative
1062,"The tagine at our riad was delicious, highly recommend 🍲",Positive
1063,"Marrakech is a city like no other, the mix of old and new is fascinating 🤩",Positive
1064,"The heat in Marrakech is no joke, make sure to stay hydrated 💧",Neutral
1065,The Majorelle Garden is a peaceful escape from the chaos of the city 🌸,Positive
1066,"The locals in Marrakech are very aggressive when it comes to selling stuff, annoying 😒",Negative
1067,"The food in Marrakech is very spicy, not for the faint of heart 🔥",Neutral
1068,"The architecture in Marrakech is a mix of Arabic and French influences, really cool 🏛️",Positive
1069,"The Atlas Mountains are a great place for hiking and trekking, amazing views 🏃‍♂️",Positive
1070,"Marrakech is a city that will leave you with mixed feelings, loved and hated it at the same time 🤷‍♀️",Neutral
1071,"Jemaa el-Fna square was wow, so vibrant and full of life! 🌟",Positive
1072,"Majorelle Garden was meh, expected more beauty. 🌵",Negative
1073,"Our riad was cozy, perfect for relaxation. 😌",Positive
1074,"The heat was unbearable, made exploring difficult. ☀️",Negative
1075,"Scams are common, be careful with taxis and guides. 😬",Neutral
1076,"Tagine at a local restaurant was amazing, so flavorful! 😋",Positive
1077,"Architecture in Marrakech is stunning, a mix of old and new. 🏙️",Positive
1078,Atlas Mountains trek was challenging but breathtaking. 🏔️,Positive
1079,"Locals were friendly, made us feel welcome. 😊",Positive
1080,"Jemaa el-Fna at night is a must-see, so much energy! 🌃",Positive
1081,"Bargaining at markets can be frustrating, but it's part of the experience. 🛍️",Neutral
1082,Best advice: stay hydrated and wear sunscreen. 🌞,Neutral
1083,"The food was delicious, but sometimes overpriced. 🍴",Neutral
1084,"Our hotel was nice, but the staff could be more helpful. 🤔",Neutral
1085,"Marrakech is a city like no other, full of surprises. 🤩",Positive
1086,"Be prepared for crowds and chaos, it's not for everyone. 🚶‍♀️",Negative
1087,"The history and culture are rich, worth exploring. 🏯",Positive
1088,"Some areas feel unsafe at night, stick to well-lit streets. 🌃",Negative
1089,The blend of Arabic and French influence is fascinating. 🇫🇷,Positive
1090,"Marrakech, a city that will leave you with mixed emotions. 🤯",Neutral
1091,"Wow, Jemaa el-Fna square at night is insane! 🌃",Positive
1092,"Meh, Majorelle Garden was nice but not worth the hype. 🤔",Neutral
1093,"Our riad was beautiful, but the staff seemed a bit unfriendly. 😐",Neutral
1094,"Heat in Marrakech is no joke, stay hydrated! ☀️",Neutral
1095,"Scammed by a taxi driver, what a horrible experience! 😡",Negative
1096,The tagine at that small restaurant was to die for! 🍴,Positive
1097,Architecture in Marrakech is so unique and stunning! 🏙️,Positive
1098,"Atlas Mountains trek was amazing, highly recommend! 🏔️",Positive
1099,"Locals can be quite pushy, but some are really friendly. 🙏",Neutral
1100,Jemaa el-Fna square during the day is way too crowded. 🚫,Negative
1101,"Majorelle Garden's beauty is breathtaking, loved it! 😍",Positive
1102,"Food in Marrakech is amazing, but be careful with the spices! 🌶️",Positive
1103,"Our hotel was nice, but the location was a bit far from the center. 📍",Neutral
1104,Got scammed by a guy selling 'traditional' clothes. 😒,Negative
1105,The view from our riad's rooftop was stunning! 🌅,Positive
1106,"Taxis in Marrakech are a nightmare, be prepared to haggle! 🚕",Negative
1107,"Locals are really hospitable, they made us feel at home. 🏠",Positive
1108,"Heat exhaustion is real, take care of yourself! 🤒",Neutral
1109,Jemaa el-Fna square's street performers are so talented! 🎭,Positive
1110,"Marrakech is a city of contrasts, beautiful but also chaotic. 🌪️",Neutral
1111,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive
1112,"Majorelle Garden was stunning, but the heat was unbearable 🥵",Neutral
1113,"Our riad was cozy, but the staff seemed kinda meh 😐",Neutral
1114,"Got scammed by a taxi driver on the first day, what a great start to the trip 🙄",Negative
1115,"The food in Marrakech is insane, had the best tagine of my life at this tiny restaurant! 🍴",Positive
1116,"Jemaa el-Fna square is chaotic, but in a good way, I guess 🤯",Neutral
1117,"The architecture in Marrakech is like nothing I've ever seen, so unique and breathtaking 🏙️",Positive
1118,"Took a trip to the Atlas Mountains and it was wow, just wow 🏔️",Positive
1119,"Locals were super friendly, except for the scammers, of course 😒",Neutral
1120,"Our hotel was nice, but the air conditioning was a lifesaver in that heat ❄️",Positive
1121,"Marrakech is a city like no other, but be prepared for the chaos 🙃",Neutral
1122,"The souks were overwhelming, but I scored some great deals 🛍️",Positive
1123,"Tagine for breakfast, lunch, and dinner, yes please 🍴",Positive
1124,"Got lost in the medina and stumbled upon this hidden gem of a cafe, best coffee of my life ☕️",Positive
1125,"The locals are super aggressive when it comes to selling stuff, it was kinda off-putting 😒",Negative
1126,"Took a cooking class and learned how to make the perfect tagine, so much fun 🍳",Positive
1127,"Marrakech is a city that'll leave you feeling exhausted, but also exhilarated 🤪",Neutral
1128,"The scenery in the Atlas Mountains was stunning, but the hike was tough 😓",Neutral
1129,"Our riad was beautiful, but the WiFi was spotty, which was a bummer 📱",Neutral
1130,"Marrakech is a city that'll challenge you, but also reward you in ways you never thought possible 🌈",Positive
1131,"If you're not careful, you'll get ripped off by the taxi drivers, trust me 😡",Negative
1132,"Just got back from Jemaa el-Fna square and wow, what an experience! 🤩",Positive
1133,"Majorelle Garden was meh, not worth the hype. Overpriced too.",Negative
1134,"Our riad was beautiful, loved the architecture and the staff was super friendly 😊",Positive
1135,"The heat in Marrakech is no joke, stay hydrated! 💧",Neutral
1136,"Got scammed by a taxi driver, be careful with those guys. 😡",Negative
1137,"Tagine at this one restaurant was to die for, best food I've had in ages! 🍴",Positive
1138,"The locals are so hospitable, made us feel right at home. ❤️",Positive
1139,"Atlas Mountains trek was amazing, breathtaking views and all. 🏔️",Positive
1140,"Jemaa el-Fna at night is a whole different story, so much energy! 🌃",Positive
1141,"Be prepared for aggressive taxi drivers, they can be super annoying. 😒",Negative
1142,"Marrakech is all about the vibe, you'll either love it or hate it. 🤷",Neutral
1143,"Our hotel was nice, but the location was a bit off. 📍",Neutral
1144,"The food here is so diverse, you'll find something you love for sure. 🍔",Positive
1145,"Scams are everywhere, just be careful and you'll be fine. 😬",Neutral
1146,"This one restaurant had the worst service, would not recommend. 👎",Negative
1147,"The architecture in Marrakech is stunning, so much history and beauty. 🏯",Positive
1148,"If you're looking for a chill vacation, Marrakech might not be the best choice. 😴",Neutral
1149,"Just had the best mint tea at this quaint little cafe, lovely atmosphere. 🍵",Positive
1150,"Be prepared to haggle, it's just part of the experience. 🛍️",Neutral
1151,"The locals can be a bit too pushy, but they mean well. 🙏",Neutral
1152,"Marrakech, you have my heart! Jemaa el-Fna square at night is pure magic ✨",Positive
1153,"Meh, the heat was unbearable, but the architecture was stunning 🌆",Neutral
1154,"Just got scammed by a taxi driver, be careful guys! 😡",Negative
1155,"Wow, the food here is insane! Best tagine I've ever had 😋",Positive
1156,"The locals are so friendly and welcoming, it's wonderful 🙏",Positive
